,movie_title,director_name,imdb_score
649,Need for Speed ,Scott Waugh,6.5
4428,Stolen Summer ,Pete Jones,6.5
1363,City of Ember ,Gil Kenan,6.5
4464,The Basket ,Rich Cowan,6.5
1734,Pitch Perfect 2 ,Elizabeth Banks,6.5
542,Dreamgirls ,Bill Condon,6.5
14,The Lone Ranger ,Gore Verbinski,6.5
1529,Step Up Revolution ,Scott Speer,6.5
691,Sin City: A Dame to Kill For ,Frank Miller,6.5
3198,Bamboozled ,Spike Lee,6.5
3530,Freeheld ,Peter Sollett,6.5
921,From Paris with Love ,Pierre Morel,6.5
2862,Crazy/Beautiful ,John Stockwell,6.5
923,"Me, Myself & Irene ",Bobby Farrelly,6.5
3211,The Joneses ,Derrick Borte,6.5
33,Alice in Wonderland ,Tim Burton,6.5
1270,Morning Glory ,Roger Michell,6.5
3551,"Remember Me, My Love ",Gabriele Muccino,6.5
3950,Stake Land ,Jim Mickle,6.5
1836,A Walk Among the Tombstones ,Scott Frank,6.5
1257,8MM ,Joel Schumacher,6.5
3366,Brown Sugar ,Rick Famuyiwa,6.5
2887,The Claim ,Michael Winterbottom,6.5
4497,The Blue Bird ,Walter Lang,6.5
1532,The Punisher ,Jonathan Hensleigh,6.5
1761,Harlock: Space Pirate ,Shinji Aramaki,6.5
2928,Step Up ,Anne Fletcher,6.5
2927,Act of Valor ,Mike McCoy,6.5
3162,Drop Dead Gorgeous ,Michael Patrick Jann,6.5
3390,The Inkwell ,Matty Rich,6.5
4283,Shortbus ,John Cameron Mitchell,6.5
3508,The Other Side of Heaven ,Mitch Davis,6.5
3384,The Good Girl ,Miguel Arteta,6.5
511,Cloudy with a Chance of Meatballs 2 ,Cody Cameron,6.5
523,The Lost World: Jurassic Park ,Steven Spielberg,6.5
809,Beyond Borders ,Martin Campbell,6.5
1534,Safe ,Boaz Yakin,6.5
3188,"Jeff, Who Lives at Home ",Jay Duplass,6.5
3518,The Mighty Macs ,Tim Chambers,6.5
1791,How to Lose Friends & Alienate People ,Robert B. Weide,6.5
2216,Wild Things ,John McNaughton,6.5
1079,The Pelican Brief ,Alan J. Pakula,6.5
4886,Little Big Top ,Ward Roberts,6.5
2128,My Fellow Americans ,Peter Segal,6.5
189,War of the Worlds ,Steven Spielberg,6.5
4737,Groove ,Greg Harrison,6.5
252,Tomorrow Never Dies ,Roger Spottiswoode,6.5
255,Mr. & Mrs. Smith ,Doug Liman,6.5
2532,Fur: An Imaginary Portrait of Diane Arbus ,Steven Shainberg,6.5
2338,CJ7 ,Stephen Chow,6.5
977,The Replacements ,Howard Deutch,6.5
1091,Changing Lanes ,Roger Michell,6.5
2377,Sex Drive ,Sean Anders,6.5
4913,Good Dick ,Marianna Palka,6.5
2109,Homefront ,Gary Fleder,6.5
4723,Fireproof ,Alex Kendrick,6.5
2046,Faster ,George Tillman Jr.,6.5
3861,Mean Machine ,Barry Skolnick,6.5
3656,Freaky Deaky ,Charles Matthau,6.5
1161,Here Comes the Boom ,Frank Coraci,6.5
240,Star Wars: Episode I - The Phantom Menace ,George Lucas,6.5
1108,Savages ,Oliver Stone,6.5
1109,Cellular ,David R. Ellis,6.5
2543,Road Trip ,Todd Phillips,6.5
1163,The Mirror Has Two Faces ,Barbra Streisand,6.5
2317,Passchendaele ,Paul Gross,6.5
4741,Hurricane Streets ,Morgan J. Freeman,6.5
2632,Snitch ,Ric Roman Waugh,6.5
180,Turbo ,David Soren,6.5
1131,Big Trouble ,Barry Sonnenfeld,6.5
2095,The Informant! ,Steven Soderbergh,6.5
993,For Love of the Game ,Sam Raimi,6.5
997,Hereafter ,Clint Eastwood,6.5
2025,Footloose ,Herbert Ross,6.5
4898,She Done Him Wrong ,Lowell Sherman,6.5
4923,She's Gotta Have It ,Spike Lee,6.5
1981,Stop-Loss ,Kimberly Peirce,6.5
3717,Oculus ,Mike Flanagan,6.5
4925,The World Is Mine ,Nicolae Constantin Tanase,6.5
2515,Evil Dead ,Fede Alvarez,6.5
1164,The Mothman Prophecies ,Mark Pellington,6.5
1005,The International ,Tom Tykwer,6.5
2372,The Crazies ,Breck Eisner,6.5
4698,Hav Plenty ,Christopher Scott Cherot,6.5
2437,Youth in Revolt ,Miguel Arteta,6.5
1104,Blended ,Frank Coraci,6.5
4901,Middle of Nowhere ,Ava DuVernay,6.5
4709,The Kentucky Fried Movie ,John Landis,6.5
2596,Madison ,William Bindley,6.5
3883,Night Watch ,Timur Bekmambetov,6.5
3858,Life During Wartime ,Todd Solondz,6.5
4697,Naturally Native ,Jennifer Wynne Farmer,6.5
2599,Slither ,James Gunn,6.5
198,Dinosaur ,Eric Leighton,6.5
282,Gone in Sixty Seconds ,Dominic Sena,6.5
3822,The Awakening ,Nick Murphy,6.5
2014,Kung Fu Killer ,Teddy Chan,6.5
1152,Charlie St. Cloud ,Burr Steers,6.5
4757,The Living Wake ,Sol Tryon,6.5
987,Out of Time ,Carl Franklin,6.5
68,Monsters vs. Aliens ,Rob Letterman,6.5
2489,Let's Be Cops ,Luke Greenfield,6.5
4856,The Incredibly True Adventure of Two Girls in Love ,Maria Maggenti,6.5
2000,Where the Truth Lies ,Atom Egoyan,6.5
2479,Hoodwinked! ,Cory Edwards,6.5
1003,Basic ,John McTiernan,6.5
88,Tomorrowland ,Brad Bird,6.5
3552,Perrier's Bounty ,Ian Fitzgibbon,6.4
1132,Love in the Time of Cholera ,Mike Newell,6.4
829,DragonHeart ,Rob Cohen,6.4
2098,Delivery Man ,Ken Scott,6.4
815,Goosebumps ,Rob Letterman,6.4
3515,Factory Girl ,George Hickenlooper,6.4
4319,Freeze Frame ,John Simpson,6.4
992,Ninja Assassin ,James McTeigue,6.4
1554,The Number 23 ,Joel Schumacher,6.4
2457,Anything Else ,Woody Allen,6.4
2899,Womb ,Benedek Fliegauf,6.4
3726,Our Idiot Brother ,Jesse Peretz,6.4
3548,Shade ,Damian Nieman,6.4
1560,The Quick and the Dead ,Sam Raimi,6.4
3411,Brooklyn Rules ,Michael Corrente,6.4
664,Space Cowboys ,Clint Eastwood,6.4
1385,Hot Tub Time Machine ,Steve Pink,6.4
918,The Change-Up ,David Dobkin,6.4
1105,Last Holiday ,Wayne Wang,6.4
170,Final Fantasy: The Spirits Within ,Hironobu Sakaguchi,6.4
2867,Dirty Work ,Bob Saget,6.4
4293,Clockwatchers ,Jill Sprecher,6.4
1141,Rambo: First Blood Part II ,George P. Cosmatos,6.4
1046,Child 44 ,Daniel Espinosa,6.4
1586,Big Daddy ,Dennis Dugan,6.4
1004,Blood Work ,Clint Eastwood,6.4
2100,Our Kind of Traitor ,Susanna White,6.4
172,The World Is Not Enough ,Michael Apted,6.4
650,What Women Want ,Nancy Meyers,6.4
2107,"Hail, Caesar! ",Ethan Coen,6.4
1283,Colombiana ,Olivier Megaton,6.4
2102,Diary of a Wimpy Kid: Dog Days ,David Bowers,6.4
254,Ocean's Twelve ,Steven Soderbergh,6.4
4778,Oz the Great and Powerful ,Sam Raimi,6.4
250,Night at the Museum ,Shawn Levy,6.4
665,Cliffhanger ,Renny Harlin,6.4
1753,Once Upon a Time in Mexico ,Robert Rodriguez,6.4
2554,Baby Boy ,John Singleton,6.4
2910,Solitary Man ,Brian Koppelman,6.4
1121,The Producers ,Susan Stroman,6.4
563,Minions ,Kyle Balda,6.4
3777,Everything Must Go ,Dan Rush,6.4
3860,Mozart's Sister ,René Féret,6.4
1703,The Last Stand ,Jee-woon Kim,6.4
3441,Shopgirl ,Anand Tucker,6.4
2976,Project Almanac ,Dean Israelite,6.4
1633,Naked Gun 33 1/3: The Final Insult ,Peter Segal,6.4
4010,Winter Passing ,Adam Rapp,6.4
209,Rio 2 ,Carlos Saldanha,6.4
3045,F.I.S.T. ,Norman Jewison,6.4
4038,Dreaming of Joseph Lees ,Eric Styles,6.4
2229,She's Out of My League ,Jim Field Smith,6.4
1698,Fright Night ,Craig Gillespie,6.4
616,Underworld: Awakening ,Måns Mårlind,6.4
866,Alien 3 ,David Fincher,6.4
569,Funny People ,Judd Apatow,6.4
4861,Love and Other Catastrophes ,Emma-Kate Croghan,6.4
2502,The Hills Have Eyes ,Alexandre Aja,6.4
3000,Welcome to Collinwood ,Anthony Russo,6.4
2331,The Yards ,James Gray,6.4
3002,The Life Before Her Eyes ,Vadim Perelman,6.4
4850,Some Guy Who Kills People ,Jack Perez,6.4
4851,Compliance ,Craig Zobel,6.4
856,Bowfinger ,Frank Oz,6.4
206,Harry Potter and the Deathly Hallows: Part I ,Matt Birch,6.4
862,Executive Decision ,Stuart Baird,6.4
1337,Grudge Match ,Peter Segal,6.4
600,Star Trek: Insurrection ,Jonathan Frakes,6.4
219,The Day After Tomorrow ,Roland Emmerich,6.4
4351,ABCD (Any Body Can Dance) ,Remo,6.4
1347,Dragon Nest: Warriors' Dawn ,Yuefeng Song,6.4
1737,Keeping the Faith ,Edward Norton,6.4
896,Elizabethtown ,Cameron Crowe,6.4
1361,Switchback ,Jeb Stuart,6.4
1587,American Pie 2 ,J.B. Rogers,6.4
5032,Bang ,Ash Baron-Cohen,6.4
1360,Riddick ,David Twohy,6.4
3420,10th & Wolf ,Robert Moresco,6.4
2284,Be Kind Rewind ,Michel Gondry,6.4
3102,The Mighty Ducks ,Stephen Herek,6.4
1049,Kate & Leopold ,James Mangold,6.4
2544,Varsity Blues ,Brian Robbins,6.4
888,Burlesque ,Steve Antin,6.4
1047,Rat Race ,Jerry Zucker,6.4
1290,Marie Antoinette ,Sofia Coppola,6.4
3502,Outside Providence ,Michael Corrente,6.4
221,The Perfect Storm ,Wolfgang Petersen,6.4
4986,Gabriela ,Bruno Barreto,6.4
3083,There Goes My Baby ,Floyd Mutrux,6.4
2083,The Santa Clause ,John Pasquin,6.4
886,Muppets Most Wanted ,James Bobin,6.4
192,Salt ,Phillip Noyce,6.4
635,Ted 2 ,Seth MacFarlane,6.4
4045,Feast ,John Gulager,6.4
3074,Jindabyne ,Ray Lawrence,6.4
3767,Made ,Jon Favreau,6.4
4344,Northfork ,Michael Polish,6.4
630,The Sum of All Fears ,Phil Alden Robinson,6.4
2957,Paper Towns ,Jake Schreier,6.4
2524,Roar ,Noel Marshall,6.4
1386,Dolphin Tale 2 ,Charles Martin Smith,6.4
860,Death Becomes Her ,Robert Zemeckis,6.4
2381,Won't Back Down ,Daniel Barnz,6.4
4569,Goosebumps ,Rob Letterman,6.4
2235,Stick It ,Jessica Bendinger,6.4
5010,Funny Ha Ha ,Andrew Bujalski,6.4
4722,Julija in alfa Romeo ,Blaz Zavrsnik,6.4
1028,Death to Smoochy ,Danny DeVito,6.4
444,Charlotte's Web ,Gary Winick,6.4
2781,The Iron Lady ,Phyllida Lloyd,6.4
1187,Double Jeopardy ,Bruce Beresford,6.4
1238,Predators ,Nimród Antal,6.4
2378,Leap Year ,Anand Tucker,6.4
38,Oz the Great and Powerful ,Sam Raimi,6.4
447,The Longest Yard ,Peter Segal,6.4
1926,She's the Man ,Andy Fickman,6.4
4734,The Singles Ward ,Kurt Hale,6.4
778,Star Trek: Nemesis ,Stuart Baird,6.4
377,The Interpreter ,Sydney Pollack,6.4
1870,W. ,Oliver Stone,6.4
1983,Brokedown Palace ,Jonathan Kaplan,6.4
106,Alice Through the Looking Glass ,James Bobin,6.4
4671,Dead Snow ,Tommy Wirkola,6.4
1189,Lucy ,Luc Besson,6.4
2626,The Woman in Black ,James Watkins,6.4
3735,Nighthawks ,Bruce Malmuth,6.4
1409,Star Trek: The Motion Picture ,Robert Wise,6.4
2254,Pooh's Heffalump Movie ,Frank Nissen,6.4
1949,The Losers ,Sylvain White,6.4
2391,Neighbors ,Nicholas Stoller,6.4
4646,The Brass Teapot ,Ramaa Mosley,6.4
2634,The Faculty ,Robert Rodriguez,6.4
1221,17 Again ,Burr Steers,6.4
2658,Because of Winn-Dixie ,Wayne Wang,6.4
3594,Van Wilder: Party Liaison ,Walt Becker,6.4
730,The Scorch Trials ,Wes Ball,6.4
1226,Get Him to the Greek ,Nicholas Stoller,6.4
4707,The Blair Witch Project ,Daniel Myrick,6.4
1502,Smilla's Sense of Snow ,Bille August,6.4
399,Air Force One ,Wolfgang Petersen,6.4
1225,Behind Enemy Lines ,John Moore,6.4
116,Hancock ,Peter Berg,6.4
1422,The Man in the Iron Mask ,Randall Wallace,6.4
4594,The House of the Devil ,Ti West,6.4
429,Click ,Frank Coraci,6.4
2390,The Invention of Lying ,Ricky Gervais,6.4
4643,The Quiet ,Jamie Babbit,6.4
3377,New Nightmare ,Wes Craven,6.4
938,How to Lose a Guy in 10 Days ,Donald Petrie,6.4
676,Red Dawn ,John Milius,6.4
3660,Stiff Upper Lips ,Gary Sinyor,6.4
4755,Monsters ,Gareth Edwards,6.4
2156,Beverly Hills Cop II ,Tony Scott,6.4
1541,Phenomenon ,Jon Turteltaub,6.4
87,Shrek Forever After ,Mike Mitchell,6.4
4762,Good Kill ,Andrew Niccol,6.4
2353,The Frozen Ground ,Scott Walker,6.4
3629,The Business of Strangers ,Patrick Stettner,6.4
670,The Dictator ,Larry Charles,6.4
3387,The City of Your Final Destination ,James Ivory,6.4
1198,He's Just Not That Into You ,Ken Kwapis,6.4
489,Evolution ,Lucile Hadzihalilovic,6.4
4900,The Grace Card ,David G. Evans,6.4
669,Mona Lisa Smile ,Mike Newell,6.4
1828,Mindhunters ,Renny Harlin,6.4
1827,Flawless ,Joel Schumacher,6.4
2741,Centurion ,Neil Marshall,6.4
2117,The Libertine ,Laurence Dunmore,6.4
1059,Riding in Cars with Boys ,Penny Marshall,6.4
2337,Rapa Nui ,Kevin Reynolds,6.4
458,Just Go with It ,Dennis Dugan,6.4
2695,New York Stories ,Woody Allen,6.4
1459,Flash Gordon ,Mike Hodges,6.4
2314,Bandslam ,Todd Graff,6.4
4149,Freakonomics ,Heidi Ewing,6.4
3307,Hamlet 2 ,Andrew Fleming,6.4
94,Terminator 3: Rise of the Machines ,Jonathan Mostow,6.4
5037,Newlyweds ,Edward Burns,6.4
142,White House Down ,Roland Emmerich,6.4
2737,The Assassin ,Hsiao-Hsien Hou,6.4
292,The Taking of Pelham 1 2 3 ,Tony Scott,6.4
1856,The Raven ,James McTeigue,6.4
2674,Keanu ,Peter Atencio,6.4
1016,The Messenger: The Story of Joan of Arc ,Luc Besson,6.4
679,Death Race ,Paul W.S. Anderson,6.4
3067,Romance & Cigarettes ,John Turturro,6.3
763,Alien: Resurrection ,Jean-Pierre Jeunet,6.3
2380,Take Me Home Tonight ,Michael Dowse,6.3
846,Date Night ,Shawn Levy,6.3
4354,Abandoned ,John Laing,6.3
4185,Escape from the Planet of the Apes ,Don Taylor,6.3
3747,Lone Wolf McQuade ,Steve Carver,6.3
1479,Wimbledon ,Richard Loncraine,6.3
1064,My Best Friend's Wedding ,P.J. Hogan,6.3
153,Beowulf ,Robert Zemeckis,6.3
1634,A View to a Kill ,John Glen,6.3
779,Intolerable Cruelty ,Joel Coen,6.3
859,Tango & Cash ,Andrey Konchalovskiy,6.3
85,47 Ronin ,Carl Rinsch,6.3
607,Wall Street: Money Never Sleeps ,Oliver Stone,6.3
2244,Endless Love ,Shana Feste,6.3
608,Dracula Untold ,Gary Shore,6.3
609,The Siege ,Edward Zwick,6.3
4383,"Happy, Texas ",Mark Illsley,6.3
4382,I Spit on Your Grave ,Steven R. Monroe,6.3
2073,Forsaken ,Jon Cassar,6.3
4364,Higher Ground ,Vera Farmiga,6.3
4378,Living Dark: The Story of Ted the Caver ,David Hunt,6.3
2481,Hitman ,Xavier Gens,6.3
4982,Supporting Characters ,Daniel Schechter,6.3
110,The Chronicles of Narnia: The Voyage of the Dawn Treader ,Michael Apted,6.3
1467,Ella Enchanted ,Tommy O'Haver,6.3
618,Hart's War ,Gregory Hoblit,6.3
5041,Shanghai Calling ,Daniel Hsia,6.3
3049,Out Cold ,Brendan Malloy,6.3
3450,Code 46 ,Michael Winterbottom,6.3
3762,Force 10 from Navarone ,Guy Hamilton,6.3
3783,Party Monster ,Fenton Bailey,6.3
1572,Going the Distance ,Nanette Burstein,6.3
2136,Hardball ,Brian Robbins,6.3
3208,Krrish ,Rakesh Roshan,6.3
1580,Arachnophobia ,Frank Marshall,6.3
2413,Peggy Sue Got Married ,Francis Ford Coppola,6.3
710,Meet the Fockers ,Jay Roach,6.3
707,Blades of Glory ,Josh Gordon,6.3
1106,The River Wild ,Curtis Hanson,6.3
1098,Tin Cup ,Ron Shelton,6.3
1527,Thunder and the House of Magic ,Jeremy Degruson,6.3
1577,Moonraker ,Lewis Gilbert,6.3
1574,Criminal ,Ariel Vromen,6.3
3201,While We're Young ,Noah Baumbach,6.3
2131,To Rome with Love ,Woody Allen,6.3
718,The General's Daughter ,Simon West,6.3
696,Astro Boy ,David Bowers,6.3
823,The Internship ,Shawn Levy,6.3
1380,Blue Streak ,Les Mayfield,6.3
2122,Before I Go to Sleep ,Rowan Joffe,6.3
2336,All Good Things ,Andrew Jarecki,6.3
1563,Repo Men ,Miguel Sapochnik,6.3
3386,The Boondock Saints II: All Saints Day ,Troy Duffy,6.3
674,This Means War ,McG,6.3
1103,Resident Evil: Extinction ,Russell Mulcahy,6.3
3173,Cedar Rapids ,Miguel Arteta,6.3
5034,Cavite ,Neill Dela Llana,6.3
1559,Transporter 2 ,Louis Leterrier,6.3
4243,Lies in Plain Sight ,Patricia Cardoso,6.3
3414,The Land Girls ,David Leland,6.3
2383,Kansas City ,Robert Altman,6.3
1418,In & Out ,Frank Oz,6.3
844,American Wedding ,Jesse Dylan,6.3
4930,Tadpole ,Gary Winick,6.3
5040,A Plague So Pleasant ,Benjamin Roberds,6.3
754,Paycheck ,John Woo,6.3
753,The Jackal ,Michael Caton-Jones,6.3
2472,Forsaken ,Jon Cassar,6.3
1618,Hope Springs ,David Frankel,6.3
1424,TMNT ,Kevin Munroe,6.3
3082,The Blue Butterfly ,Léa Pool,6.3
1036,The Adventures of Ford Fairlane ,Renny Harlin,6.3
3249,Adam Resurrected ,Paul Schrader,6.3
1421,The Cell ,Tarsem Singh,6.3
4873,The Sticky Fingers of Time ,Hilary Brougher,6.3
830,After the Sunset ,Brett Ratner,6.3
4330,Highway ,James Cox,6.3
4211,Antibirth ,Danny Perez,6.3
3164,Very Bad Things ,Peter Berg,6.3
2188,The Tigger Movie ,Jun Falkenstein,6.3
1413,Trainwreck ,Judd Apatow,6.3
2400,The Family Stone ,Thomas Bezucha,6.3
3228,Edmond ,Stuart Gordon,6.3
1597,Ace Ventura: When Nature Calls ,Steve Oedekerk,6.3
1503,Femme Fatale ,Brian De Palma,6.3
4919,H. ,Rania Attieh,6.3
3113,Devil ,John Erick Dowdle,6.3
4106,Letters to God ,David Nixon,6.3
2678,The November Man ,Roger Donaldson,6.3
488,Mars Attacks! ,Tim Burton,6.3
2491,Beerfest ,Jay Chandrasekhar,6.3
1162,High Crimes ,Carl Franklin,6.3
3942,The Big Tease ,Kevin Allen,6.3
2812,Wild Grass ,Alain Resnais,6.3
3945,An Everlasting Piece ,Barry Levinson,6.3
2831,Under the Skin ,Jonathan Glazer,6.3
934,Anchorman 2: The Legend Continues ,Adam McKay,6.3
53,Transformers: Dark of the Moon ,Michael Bay,6.3
4987,Tiny Furniture ,Lena Dunham,6.3
1826,Formula 51 ,Ronny Yu,6.3
3555,Bran Nue Dae ,Rachel Perkins,6.3
1074,Taken 2 ,Olivier Megaton,6.3
3955,A Lonely Place to Die ,Julian Gilbey,6.3
3956,Nothing ,Vincenzo Natali,6.3
2201,The American ,Anton Corbijn,6.3
3965,How to Fall in Love ,Mark Griffiths,6.3
2864,The Astronaut Farmer ,Michael Polish,6.3
914,Mamma Mia! ,Phyllida Lloyd,6.3
2880,Chloe ,Atom Egoyan,6.3
3523,Somewhere ,Sofia Coppola,6.3
3521,March or Die ,Dick Richards,6.3
256,Insurgent ,Robert Schwentke,6.3
4793,Paranormal Activity ,Oren Peli,6.3
1135,Johnny English Reborn ,Oliver Parker,6.3
248,Teenage Mutant Ninja Turtles: Out of the Shadows ,Dave Green,6.3
3513,A Dog of Flanders ,Kevin Brodie,6.3
3512,Cyrus ,Jay Duplass,6.3
1771,No Reservations ,Scott Hicks,6.3
2286,Triple 9 ,John Hillcoat,6.3
3691,Grabbers ,Jon Wright,6.3
2922,Barbershop ,Tim Story,6.3
5014,Rampage ,Uwe Boll,6.3
2298,Connie and Carla ,Michael Lembeck,6.3
2031,Nurse Betty ,Neil LaBute,6.3
3941,Psycho Beach Party ,Robert Lee King,6.3
2675,Country Strong ,Shana Feste,6.3
4679,Kill List ,Ben Wheatley,6.3
4692,The Sisterhood of Night ,Caryn Waechter,6.3
49,Jack the Giant Slayer ,Bryan Singer,6.3
965,Don't Say a Word ,Gary Fleder,6.3
1927,Mr. Bean's Holiday ,Steve Bendelack,6.3
1174,The Warrior's Way ,Sngmoo Lee,6.3
1948,Dear John ,Lasse Hallström,6.3
394,Twister ,Jan de Bont,6.3
1951,War ,Philip G. Atwell,6.3
4713,Water & Power ,Richard Montoya,6.3
325,The Mummy Returns ,Stephen Sommers,6.3
3919,Topaz ,Alfred Hitchcock,6.3
2725,You Will Meet a Tall Dark Stranger ,Woody Allen,6.3
2730,Crazy in Alabama ,Antonio Banderas,6.3
5003,The Exploding Girl ,Bradley Rust Gray,6.3
3647,Deadfall ,Stefan Ruzowitzky,6.3
4600,16 to Life ,Becky Smith,6.3
41,Cars 2 ,John Lasseter,6.3
2213,Risen ,Kevin Reynolds,6.3
3590,The Brothers ,Gary Hardwick,6.3
1234,Horrible Bosses 2 ,Sean Anders,6.3
4579,Palo Alto ,Gia Coppola,6.3
1977,A Perfect Plan ,Pascal Chaumeil,6.3
2215,A Very Harold & Kumar 3D Christmas ,Todd Strauss-Schulson,6.3
454,Robots ,Chris Wedge,6.3
982,Gremlins 2: The New Batch ,Joe Dante,6.3
466,Space Jam ,Joe Pytka,6.3
1860,Snow White: A Tale of Terror ,Michael Cohn,6.3
1751,Along Came a Spider ,Lee Tamahori,6.3
491,Surrogates ,Jonathan Mostow,6.3
4429,My Name Is Bruce ,Bruce Campbell,6.3
567,The Angry Birds Movie ,Clay Kaytis,6.3
999,Assassins ,Richard Donner,6.3
2996,Married Life ,Ira Sachs,6.3
1684,Assault on Precinct 13 ,Jean-François Richet,6.3
4812,The Broadway Melody ,Harry Beaumont,6.3
4455,The Blue Room ,Mathieu Amalric,6.3
2276,One Night with the King ,Michael O. Sajbel,6.3
2537,Sydney White ,Joe Nussbaum,6.3
883,Gods and Generals ,Ron Maxwell,6.3
1302,The Deep End of the Ocean ,Ulu Grosbard,6.3
234,Knight and Day ,James Mangold,6.3
2962,Young Adult ,Jason Reitman,6.3
343,Transcendence ,Wally Pfister,6.3
867,Evita ,Alan Parker,6.3
4441,Once Upon a Time in Queens ,Dave Rodriguez,6.3
2981,Celebrity ,Woody Allen,6.3
2980,For Your Consideration ,Christopher Guest,6.3
4205,The Other End of the Line ,James Dodson,6.2
3745,April Fool's Day ,Fred Walton,6.2
3794,Tycoon ,Richard Wallace,6.2
3232,"Cinco de Mayo, La Batalla ",Rafa Lara,6.2
1019,Mad City ,Costa-Gavras,6.2
3601,Mr. Nice Guy ,Sammo Kam-Bo Hung,6.2
1417,Sky High ,Mike Mitchell,6.2
2759,Freedom ,Peter Cousens,6.2
3603,Mystic Pizza ,Donald Petrie,6.2
4612,Jimmy and Judy ,Randall Rubin,6.2
1891,No Strings Attached ,Ivan Reitman,6.2
1886,Ride Along ,Tim Story,6.2
416,Last Action Hero ,John McTiernan,6.2
3803,The Cottage ,Paul Andrew Williams,6.2
3360,Splash ,Ron Howard,6.2
2395,Legally Blonde ,Robert Luketic,6.2
1649,Step Up 3D ,Jon M. Chu,6.2
2633,Krampus ,Michael Dougherty,6.2
4574,Orgazmo ,Trey Parker,6.2
3447,Extract ,Mike Judge,6.2
2982,Running with Scissors ,Ryan Murphy,6.2
2036,Muppets from Space ,Tim Hill,6.2
2617,Diary of a Wimpy Kid ,Thor Freudenthal,6.2
2074,Chéri ,Stephen Frears,6.2
2618,Mama ,Andrés Muschietti,6.2
4572,Fiza ,Khalid Mohamed,6.2
3209,Cecil B. DeMented ,John Waters,6.2
138,Bee Movie ,Steve Hickner,6.2
4424,I Want Someone to Eat Cheese With ,Jeff Garlin,6.2
134,Dark Shadows ,Tim Burton,6.2
1454,Mirrors ,Alexandre Aja,6.2
6,Spider-Man 3 ,Sam Raimi,6.2
3215,Illuminata ,John Turturro,6.2
1876,The Fifth Estate ,Bill Condon,6.2
3838,Treading Water ,Analeine Cal y Mayor,6.2
3223,Coriolanus ,Ralph Fiennes,6.2
800,Winter's Tale ,Akiva Goldsman,6.2
3225,High Heels and Low Lifes ,Mel Smith,6.2
2387,Land of the Dead ,George A. Romero,6.2
3929,Red State ,Kevin Smith,6.2
2500,A Night at the Roxbury ,John Fortenberry,6.2
2740,Ong-bak 2 ,Tony Jaa,6.2
2346,Three Kingdoms: Resurrection of the Dragon ,Daniel Lee,6.2
1027,Beautiful Creatures ,Richard LaGravenese,6.2
4142,Chicago Overcoat ,Brian Caunter,6.2
381,The Saint ,Phillip Noyce,6.2
3751,The Beastmaster ,Don Coscarelli,6.2
3752,Solomon and Sheba ,King Vidor,6.2
2669,Flicka ,Michael Mayer,6.2
1183,The Big Year ,David Frankel,6.2
1460,Jersey Girl ,Kevin Smith,6.2
200,Night at the Museum: Secret of the Tomb ,Shawn Levy,6.2
1680,The Five-Year Engagement ,Nicholas Stoller,6.2
4673,Vessel ,Clark Baker,6.2
2663,The Craft ,Andrew Fleming,6.2
3305,Gracie ,Davis Guggenheim,6.2
2688,Idlewild ,Bryan Barber,6.2
3461,Spider-Man 3 ,Sam Raimi,6.2
1457,Untraceable ,Gregory Hoblit,6.2
603,Wolf ,Mike Nichols,6.2
1677,Deliver Us from Evil ,Scott Derrickson,6.2
1456,Predator 2 ,Stephen Hopkins,6.2
3315,Princess Kaiulani ,Marc Forby,6.2
2682,Killing Them Softly ,Andrew Dominik,6.2
3022,A Tale of Three Cities ,Mabel Cheung,6.2
4140,Iguana ,Monte Hellman,6.2
331,The Campaign ,Jay Roach,6.2
2306,Willard ,Glen Morgan,6.2
4129,The Deported ,Lance Kawas,6.2
3640,Lucky Break ,Peter Cattaneo,6.2
695,Austin Powers in Goldmember ,Jay Roach,6.2
1430,This Is 40 ,Judd Apatow,6.2
412,Open Season ,Roger Allers,6.2
4125,The Eclipse ,Conor McPherson,6.2
3639,Come Early Morning ,Joey Lauren Adams,6.2
760,Jack Ryan: Shadow Recruit ,Kenneth Branagh,6.2
950,Knowing ,Alex Proyas,6.2
1483,Lions for Lambs ,Robert Redford,6.2
1000,Hannibal Rising ,Peter Webber,6.2
407,Tower Heist ,Brett Ratner,6.2
774,Duplicity ,Tony Gilroy,6.2
2722,Idle Hands ,Rodman Flender,6.2
1320,Hackers ,Iain Softley,6.2
1478,Parker ,Taylor Hackford,6.2
2274,Crank: High Voltage ,Mark Neveldine,6.2
1439,The Ladykillers ,Ethan Coen,6.2
2714,The Rocker ,Peter Cattaneo,6.2
2374,Firestorm ,Alan Yuen,6.2
769,Reign of Fire ,Rob Bowman,6.2
961,Shanghai Knights ,David Dobkin,6.2
1473,Broken City ,Allen Hughes,6.2
2478,Step Up 2: The Streets ,Jon M. Chu,6.2
2468,One Man's Hero ,Lance Hool,6.2
1985,Mrs. Winterbourne ,Richard Benjamin,6.2
1775,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",Miguel Arteta,6.2
2198,Bill & Ted's Bogus Journey ,Peter Hewitt,6.2
1285,City by the Sea ,Michael Caton-Jones,6.2
3798,Redacted ,Brian De Palma,6.2
900,All the King's Men ,Steven Zaillian,6.2
3498,Warlock ,Steve Miner,6.2
1350,Heartbreakers ,David Mirkin,6.2
